id,title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,age_certification_num,weighted_rating
ts90019,Bonding,SHOW,2019,TV-MA,17,"['comedy', 'drama']",['US'],2,tt7718088,7.1,15871,5.0,7.014
tm857430,The Occupant,MOVIE,2020,R,103,"['thriller', 'european', 'drama']",['ES'],0,tt9345754,6.4,16939,5.0,6.523
tm824331,Can You Keep a Secret?,MOVIE,2019,,94,"['comedy', 'romance']",['US'],0,tt8707922,5.3,16049,0.0,5.762
ts88283,Wu Assassins,SHOW,2019,TV-MA,44,"['scifi', 'action', 'crime', 'drama', 'fantasy']",['US'],1,tt8652642,6.4,12799,5.0,6.548
ts105441,Greatest Events of WWII in Colour,SHOW,2019,,50,"['documentation', 'history', 'war']",['GB'],1,tt9103932,8.7,8508,0.0,7.851
tm414341,The Red Sea Diving Resort,MOVIE,2019,R,129,"['thriller', 'drama', 'history']","['US', 'CA']",0,tt6675186,6.6,28051,5.0,6.644
tm845496,Crip Camp: A Disability Revolution,MOVIE,2020,R,108,"['documentation', 'history']",['US'],0,tt8923484,7.7,7264,5.0,7.268
tm446176,American Factory,MOVIE,2019,,110,['documentation'],['US'],0,tt9351980,7.4,21415,0.0,7.257
ts90937,Stateless,SHOW,2020,TV-14,53,['drama'],['AU'],1,tt4878488,7.5,9218,4.0,7.206
tm423666,The Wandering Earth,MOVIE,2019,PG-13,126,"['scifi', 'drama', 'action', 'thriller']",['CN'],0,tt7605074,5.9,29840,3.0,6.075
ts219080,Caliphate,SHOW,2020,TV-MA,48,"['war', 'crime', 'drama', 'thriller']",['SE'],1,tt11398870,8.2,17735,5.0,7.809
tm458553,Wine Country,MOVIE,2019,R,103,"['comedy', 'drama']",['US'],0,tt8169446,5.4,20836,5.0,5.757
tm548602,Between Two Ferns: The Movie,MOVIE,2019,,82,['comedy'],['US'],0,tt9398640,6.1,31193,0.0,6.232
tm423140,Avengement,MOVIE,2019,,90,"['action', 'crime', 'thriller']",['GB'],0,tt8836988,6.5,15426,0.0,6.6
ts237560,Jeffrey Epstein: Filthy Rich,SHOW,2020,TV-MA,57,"['crime', 'documentation']",['US'],1,tt12312250,7.1,23216,5.0,7.035
tm361998,The Wolf's Call,MOVIE,2019,,115,"['thriller', 'war', 'drama', 'action', 'scifi', 'european']",['FR'],0,tt7458762,6.9,17236,0.0,6.877
tm418847,The Silence,MOVIE,2019,PG-13,91,"['horror', 'thriller', 'fantasy', 'drama', 'scifi', 'comedy', 'european']",['DE'],0,tt8169224,5.3,43732,3.0,5.51
tm348403,A Shaun the Sheep Movie: Farmageddon,MOVIE,2019,G,87,"['comedy', 'animation', 'family', 'fantasy', 'scifi']","['GB', 'FR']",0,tt6193408,6.8,13267,1.0,6.807
ts255926,Dash & Lily,SHOW,2020,TV-14,25,"['comedy', 'drama', 'romance']",['US'],1,tt11127506,7.5,16978,4.0,7.301
tm469193,Atlantics,MOVIE,2019,PG-13,106,"['fantasy', 'drama', 'romance']","['SN', 'BE', 'FR']",0,tt10199586,6.7,9306,3.0,6.751
ts223344,The Gift,SHOW,2019,TV-MA,45,"['scifi', 'drama', 'fantasy']",['TR'],3,tt10075318,7.0,21582,5.0,6.956
tm449195,The Boy Who Harnessed the Wind,MOVIE,2019,,113,"['drama', 'history']","['MW', 'GB', 'US']",0,tt7533152,7.6,36805,0.0,7.475
tm307133,We Have Always Lived in the Castle,MOVIE,2019,,90,"['thriller', 'drama']",['US'],0,tt5952138,5.6,7063,0.0,6.207
tm498803,Spenser Confidential,MOVIE,2020,R,111,"['thriller', 'comedy', 'crime', 'action', 'drama']",['US'],0,tt8629748,6.2,85270,5.0,6.247
tm411750,Doom: Annihilation,MOVIE,2019,R,97,"['scifi', 'horror', 'thriller', 'action']",['US'],0,tt8328716,3.7,9200,5.0,5.048
ts93611,October Faction,SHOW,2020,TV-MA,41,"['drama', 'fantasy', 'horror', 'scifi']",['US'],1,tt8826128,6.1,10854,5.0,6.382
tm458467,Girl on the Third Floor,MOVIE,2019,,93,"['thriller', 'drama', 'horror']",['US'],0,tt9026184,4.7,9823,0.0,5.582
tm446609,The Great Hack,MOVIE,2019,,114,"['documentation', 'history']",['US'],0,tt9358204,7.1,22838,0.0,7.034
ts106536,White Lines,SHOW,2020,TV-MA,55,"['thriller', 'crime', 'drama']",['GB'],1,tt9073958,6.6,16506,5.0,6.665
tm315255,Ip Man 4: The Finale,MOVIE,2019,PG,107,"['drama', 'history', 'action']","['CN', 'HK']",0,tt2076298,7.0,30694,2.0,6.966
tm361746,Ophelia,MOVIE,2019,PG-13,106,"['drama', 'history', 'romance', 'thriller', 'war']","['GB', 'US']",0,tt5690870,6.6,10357,3.0,6.689
tm813695,After We Collided,MOVIE,2020,R,105,"['romance', 'drama']",['US'],0,tt10362466,5.0,29571,5.0,5.348
ts222455,The Devil Next Door,SHOW,2019,TV-MA,46,"['documentation', 'crime', 'history']","['US', 'IL']",1,tt11165002,7.6,13084,5.0,7.328
ts225101,Start-Up,SHOW,2020,TV-14,80,"['drama', 'comedy', 'romance']",['KR'],1,tt12867810,8.1,9021,4.0,7.54
tm413660,In the Tall Grass,MOVIE,2019,,102,"['drama', 'thriller', 'horror', 'scifi']","['US', 'CA']",0,tt4687108,5.4,54391,0.0,5.562
ts89282,Toy Boy,SHOW,2019,TV-MA,61,"['crime', 'action', 'drama', 'thriller']",['ES'],2,tt8693266,6.5,7371,5.0,6.656
tm358770,Paradise Hills,MOVIE,2019,,95,"['fantasy', 'thriller', 'scifi', 'european']","['ES', 'US']",0,tt6127004,5.3,22298,0.0,5.663
tm934040,American Murder: The Family Next Door,MOVIE,2020,R,83,"['crime', 'documentation']",['US'],0,tt12987894,7.2,26355,5.0,7.12
tm443154,Rust Creek,MOVIE,2019,R,108,"['thriller', 'crime', 'drama', 'horror']",['US'],0,tt6610158,5.9,11136,5.0,6.255
tm355783,Eli,MOVIE,2019,R,98,"['horror', 'thriller', 'drama']",['US'],0,tt5294518,5.8,34477,5.0,5.972
tm469991,I Lost My Body,MOVIE,2019,,81,"['fantasy', 'drama', 'animation', 'romance', 'european']",['FR'],0,tt9806192,7.5,31531,0.0,7.376
ts268608,The Ripper,SHOW,2020,TV-MA,49,"['crime', 'documentation']",['GB'],1,tt13492374,7.1,9228,5.0,6.979
ts215691,Teenage Bounty Hunters,SHOW,2020,TV-MA,49,"['action', 'drama', 'crime', 'comedy']",['US'],1,tt10584608,7.6,10821,5.0,7.293
tm375883,Klaus,MOVIE,2019,PG,97,"['comedy', 'family', 'animation', 'european']",['ES'],0,tt4729430,8.1,141480,2.0,8.04
tm918706,The Sleepover,MOVIE,2020,,103,"['action', 'family', 'comedy']",['US'],0,tt10888708,5.6,10198,0.0,6.097
ts251782,High Score,SHOW,2020,TV-14,42,"['documentation', 'history']",['US'],1,tt12759400,7.4,7733,4.0,7.124
tm464351,The Last Thing He Wanted,MOVIE,2020,R,116,"['drama', 'thriller', 'crime']","['GB', 'US']",0,tt7456312,4.3,14716,5.0,5.113
tm893799,Lost Bullet,MOVIE,2020,,92,"['thriller', 'crime', 'action']","['BE', 'FR']",0,tt10456740,6.3,9264,0.0,6.524
tm925584,The Vanished,MOVIE,2020,R,115,"['thriller', 'crime', 'action']",['US'],0,tt9794630,5.7,10011,5.0,6.161
ts223126,The Confession Killer,SHOW,2019,TV-14,48,"['crime', 'documentation']",['US'],1,tt11307176,7.4,8733,4.0,7.142
tm325325,The Game Changers,MOVIE,2019,,88,['documentation'],['US'],0,tt7455754,7.8,19708,0.0,7.543
tm918734,Concrete Cowboy,MOVIE,2020,R,111,"['western', 'drama']","['US', 'GB']",0,tt8846176,6.3,8517,5.0,6.534
ts89251,Tales of the City,SHOW,2019,TV-MA,56,['drama'],['US'],1,tt7087260,7.4,7715,5.0,7.124
tm817504,1BR,MOVIE,2019,,90,"['horror', 'thriller', 'drama']",['US'],0,tt7541106,5.8,11983,0.0,6.176
tm827216,Bill Burr: Paper Tiger,MOVIE,2019,,67,['comedy'],"['GB', 'US']",0,tt10847306,8.1,10649,0.0,7.592
tm858954,Nobody Sleeps in the Woods Tonight,MOVIE,2020,,102,"['thriller', 'drama', 'fantasy', 'horror', 'romance', 'european']",['PL'],0,tt11240506,4.9,11304,0.0,5.634
tm852097,A Whisker Away,MOVIE,2020,,104,"['fantasy', 'drama', 'family', 'romance', 'animation']",['JP'],0,tt11958344,6.7,9353,0.0,6.751
tm471967,Lost Girls,MOVIE,2020,R,95,"['thriller', 'crime', 'drama']",['US'],0,tt3111426,6.1,21040,5.0,6.28
tm974366,We Can Be Heroes,MOVIE,2020,PG,97,"['fantasy', 'comedy', 'family', 'action', 'drama']",['US'],0,tt10600398,4.7,14401,2.0,5.394
tm828317,Tell Me Who I Am,MOVIE,2019,,85,"['thriller', 'drama', 'documentation']",['GB'],0,tt10915286,7.6,14215,0.0,7.342
ts93066,The I-Land,SHOW,2019,TV-MA,40,"['drama', 'scifi', 'reality']",['US'],1,tt9070436,4.6,16918,5.0,5.25
ts223759,Killer Inside: The Mind of Aaron Hernandez,SHOW,2020,TV-MA,67,"['crime', 'documentation', 'sport']",['US'],1,tt11475228,7.4,16649,5.0,7.228
tm455568,Paddleton,MOVIE,2019,R,89,"['drama', 'comedy']",['US'],0,tt8041276,7.1,13419,5.0,7.004
ts219162,Inside Bill's Brain: Decoding Bill Gates,SHOW,2019,TV-14,50,['documentation'],['US'],1,tt10837476,7.9,10776,4.0,7.474
tm952590,What Lies Below,MOVIE,2020,,87,"['horror', 'thriller', 'scifi']",['US'],0,tt9264728,4.3,8125,0.0,5.466
tm931686,Vampires vs. the Bronx,MOVIE,2020,PG-13,86,"['comedy', 'horror']",['US'],0,tt8976576,5.7,9627,3.0,6.171
ts81646,Chambers,SHOW,2019,TV-MA,44,"['drama', 'thriller', 'fantasy', 'horror']",['US'],1,tt7949204,6.4,8380,5.0,6.591
tm812916,The Stronghold,MOVIE,2020,,105,"['action', 'crime', 'thriller', 'european']",['FR'],0,tt10404944,6.9,9422,0.0,6.866
ts92547,Rise of Empires: Ottoman,SHOW,2020,,45,"['documentation', 'drama', 'history', 'war', 'action']",['TR'],2,tt9244578,7.9,22045,0.0,7.639
ts113506,The Last Czars,SHOW,2019,TV-MA,45,"['documentation', 'drama', 'history', 'romance', 'war']",['GB'],1,tt7949606,7.3,8096,5.0,7.077
tm935895,The Life Ahead,MOVIE,2020,PG-13,94,"['drama', 'european']","['US', 'IT']",0,tt10627584,6.8,14021,3.0,6.806
ts89744,How to Sell Drugs Online (Fast),SHOW,2019,TV-MA,32,"['drama', 'comedy', 'crime', 'romance']",['DE'],3,tt9184994,7.9,30734,5.0,7.699
ts225912,Biohackers,SHOW,2020,TV-MA,42,"['scifi', 'thriller', 'drama']",['DE'],2,tt9849210,6.8,9346,5.0,6.808
tm676311,Sightless,MOVIE,2020,,89,"['drama', 'thriller', 'horror']",['US'],0,tt10303430,5.5,8113,0.0,6.111
tm893480,Project Power,MOVIE,2020,R,111,"['action', 'crime', 'scifi', 'thriller']",['US'],0,tt7550000,6.0,83973,5.0,6.063
ts250912,Fear City: New York vs The Mafia,SHOW,2020,TV-MA,52,"['crime', 'documentation']",['US'],1,tt12588372,7.1,7215,5.0,6.962
ts187541,Hotel Del Luna,SHOW,2019,TV-14,80,"['action', 'comedy', 'drama', 'fantasy', 'horror', 'romance', 'scifi']",['KR'],1,tt10220588,8.2,7832,4.0,7.548
tm420455,Rim of the World,MOVIE,2019,PG,99,"['comedy', 'scifi', 'action']",['US'],0,tt8179388,5.2,23651,2.0,5.57
ts237109,Control Z,SHOW,2020,TV-MA,36,"['drama', 'thriller']",['MX'],2,tt11937662,6.9,8235,5.0,6.863
tm846964,A Fall from Grace,MOVIE,2020,,120,"['fantasy', 'thriller', 'drama']",['US'],0,tt11390036,5.8,15029,0.0,6.124
tm436778,The Best of Enemies,MOVIE,2019,PG-13,133,"['drama', 'history']",['US'],0,tt4807408,7.3,16441,3.0,7.156
ts189422,Home for Christmas,SHOW,2019,TV-MA,29,"['comedy', 'drama', 'romance']",['NO'],2,tt10069398,7.7,13670,5.0,7.402
ts88151,Quicksand,SHOW,2019,TV-MA,46,"['drama', 'crime', 'thriller']",['SE'],1,tt8686106,7.5,21077,5.0,7.33
tm847998,Hubie Halloween,MOVIE,2020,PG-13,103,"['thriller', 'horror', 'fantasy', 'comedy']",['US'],0,tt10682266,5.2,47588,3.0,5.408
tm814671,Secret Obsession,MOVIE,2019,,97,"['thriller', 'drama']",['US'],0,tt9419834,4.4,21011,0.0,5.005
tm844250,Ala Vaikunthapurramuloo,MOVIE,2020,PG-13,165,"['drama', 'action', 'comedy']",['IN'],0,tt9537292,7.5,14839,3.0,7.282
tm936236,Cadaver,MOVIE,2020,,86,"['thriller', 'horror', 'drama']","['NO', 'FI']",0,tt11284280,5.1,9608,0.0,5.825
tm890660,The Paramedic,MOVIE,2020,,94,"['thriller', 'action', 'crime', 'drama']",['ES'],0,tt11127690,5.7,12092,0.0,6.111
ts88721,Special,SHOW,2019,TV-MA,26,"['comedy', 'drama']",['US'],2,tt9381622,7.6,9202,5.0,7.263
ts223240,Itaewon Class,SHOW,2020,TV-MA,69,"['drama', 'romance']",['KR'],1,tt11239552,8.2,12030,5.0,7.692
tm465724,See You Yesterday,MOVIE,2019,,87,"['drama', 'action', 'crime', 'scifi', 'thriller']",['US'],0,tt8743064,5.2,10663,0.0,5.842
ts87008,Turn Up Charlie,SHOW,2019,TV-MA,26,"['drama', 'comedy', 'music']",['GB'],1,tt8304498,7.1,7251,5.0,6.962
ts89119,The Disappearance of Madeleine McCann,SHOW,2019,TV-14,59,"['crime', 'documentation']",['GB'],1,tt9879074,6.6,10286,4.0,6.689
tm845415,Miss Americana,MOVIE,2020,R,85,"['documentation', 'music']",['US'],0,tt11388580,7.4,19151,5.0,7.245
tm827142,Dave Chappelle: Sticks & Stones,MOVIE,2019,R,65,['comedy'],['US'],0,tt10810424,8.4,25687,5.0,8.061
tm922788,The Babysitter: Killer Queen,MOVIE,2020,R,142,"['horror', 'comedy']",['US'],0,tt11024272,5.8,37462,5.0,5.961
tm459512,To All the Boys: P.S. I Still Love You,MOVIE,2020,PG-13,102,"['romance', 'comedy', 'drama']",['US'],0,tt9354842,6.0,37072,3.0,6.13
tm315348,Triple Threat,MOVIE,2019,R,96,"['thriller', 'action']","['US', 'CN', 'TH']",0,tt6644602,5.6,11115,5.0,6.071
tm849005,The Willoughbys,MOVIE,2020,PG,92,"['comedy', 'animation', 'drama', 'family', 'fantasy']",['CA'],0,tt5206260,6.3,17878,2.0,6.446
tm827501,Tall Girl,MOVIE,2019,PG,101,"['comedy', 'drama', 'family', 'romance']",['US'],0,tt9252508,5.2,23071,2.0,5.577
ts225544,The Trials of Gabriel Fernandez,SHOW,2020,TV-MA,55,"['crime', 'documentation']",['US'],1,tt11822998,8.1,10982,5.0,7.601
tm428558,High Flying Bird,MOVIE,2019,,90,"['drama', 'sport']",['US'],0,tt8128188,6.2,8514,0.0,6.48
ts84586,Spinning Out,SHOW,2020,TV-MA,50,"['drama', 'sport']",['US'],1,tt9117054,7.6,13692,5.0,7.336
ts89747,High Seas,SHOW,2019,TV-MA,45,"['drama', 'crime', 'comedy']",['ES'],4,tt8961508,6.8,7154,5.0,6.81
tm316311,Wasp Network,MOVIE,2019,R,128,"['drama', 'thriller', 'crime']","['BR', 'FR', 'ES', 'BE']",0,tt6834140,5.9,10136,5.0,6.276
ts288350,Julie and the Phantoms,SHOW,2020,TV-G,2,"['scifi', 'music', 'comedy', 'drama', 'family', 'fantasy', 'documentation']",['US'],1,tt10183988,8.4,9461,1.0,7.728
tm902330,Ghosts of War,MOVIE,2020,R,94,"['horror', 'thriller', 'fantasy', 'war']",['GB'],0,tt6508228,5.5,9701,5.0,6.053
tm464557,The Perfect Date,MOVIE,2019,PG-13,93,"['romance', 'comedy']",['US'],0,tt8201170,5.8,37913,3.0,5.959
ts224072,Self Made: Inspired by the Life of Madam C.J. Walker,SHOW,2020,TV-MA,47,"['drama', 'history']",['US'],1,tt8771910,7.3,11586,5.0,7.119
ts83107,V Wars,SHOW,2019,TV-MA,42,"['scifi', 'drama', 'horror']",['US'],1,tt7403736,6.1,13531,5.0,6.345
ts108392,The Letter for the King,SHOW,2020,TV-PG,47,"['fantasy', 'action', 'family', 'scifi']",['GB'],1,tt8741648,5.9,7376,3.0,6.348
tm451512,Close,MOVIE,2019,R,95,"['thriller', 'action', 'drama']","['GB', 'US']",0,tt6896584,5.7,24063,5.0,5.952
ts219895,Tiny Pretty Things,SHOW,2020,TV-MA,56,"['thriller', 'drama']",['US'],1,tt10767748,5.9,9115,5.0,6.3
tm933375,Cuties,MOVIE,2020,NC-17,96,"['drama', 'european']",['FR'],0,tt9196192,3.3,30030,6.0,3.966
tm827508,The Boys in the Band,MOVIE,2020,R,121,['drama'],['US'],0,tt10199914,6.8,14938,5.0,6.806
ts256007,Love & Anarchy,SHOW,2020,TV-MA,29,"['comedy', 'drama', 'romance']",['SE'],2,tt10888876,7.4,7896,5.0,7.127
tm120072,Let It Snow,MOVIE,2019,PG-13,93,"['comedy', 'romance']",['US'],0,tt1950235,5.8,21515,3.0,6.05
tm856375,The Decline,MOVIE,2020,R,83,"['thriller', 'action']",['CA'],0,tt10307440,6.0,8675,5.0,6.366
ts101408,The Mess You Leave Behind,SHOW,2020,TV-MA,45,"['thriller', 'crime', 'drama']",['ES'],1,tt9731242,6.8,8848,5.0,6.809
tm461366,The Coldest Game,MOVIE,2019,,104,"['drama', 'history', 'sport', 'thriller', 'european']",['PL'],0,tt6445414,6.2,10411,0.0,6.449
tm981451,Death to 2020,MOVIE,2020,,71,['comedy'],"['GB', 'US']",0,tt13567480,6.8,38301,0.0,6.803
tm881162,Athlete A,MOVIE,2020,PG-13,104,"['documentation', 'crime', 'sport']",['US'],0,tt11905462,7.6,10544,3.0,7.288
tm936396,Holidate,MOVIE,2020,,103,"['romance', 'comedy']",['US'],0,tt9866072,6.1,61924,0.0,6.173
tm424074,Then Came You,MOVIE,2019,PG-13,93,"['comedy', 'drama']",['US'],0,tt4859168,6.9,12356,3.0,6.871
ts321758,Vagabond,SHOW,2019,TV-MA,61,"['drama', 'action', 'thriller', 'romance']",['KR'],1,tt8523042,8.2,7544,5.0,7.535
tm571805,Otherhood,MOVIE,2019,R,100,['comedy'],"['US', 'GB']",0,tt4180560,6.1,11048,5.0,6.379
tm848995,Jingle Jangle: A Christmas Journey,MOVIE,2020,PG,122,"['music', 'family', 'fantasy']",['US'],0,tt7736496,6.5,18274,2.0,6.589
ts215378,Love 101,SHOW,2020,TV-14,46,"['comedy', 'drama', 'romance']",['TR'],2,tt10516352,7.5,13797,4.0,7.271
tm483997,The Kissing Booth 2,MOVIE,2020,,134,"['comedy', 'romance']",['GB'],0,tt9784456,5.7,30310,0.0,5.91
tm824165,Falling Inn Love,MOVIE,2019,,98,"['comedy', 'romance']",['US'],0,tt9860752,5.6,19091,0.0,5.927
tm883189,Dangerous Lies,MOVIE,2020,,96,"['thriller', 'horror', 'drama', 'comedy', 'crime']",['US'],0,tt10183816,5.3,16731,0.0,5.748
tm503508,Earthquake Bird,MOVIE,2019,R,107,"['romance', 'thriller', 'crime', 'drama']","['JP', 'GB']",0,tt8178486,5.9,14154,5.0,6.204
tm448767,Knock Down the House,MOVIE,2019,PG,86,['documentation'],['US'],0,tt9358052,7.1,12418,2.0,6.999
tm893816,Desperados,MOVIE,2020,,105,"['comedy', 'romance']",['US'],0,tt10050362,5.2,10030,0.0,5.866
ts86413,AJ and the Queen,SHOW,2020,TV-14,52,"['comedy', 'drama']",['US'],1,tt8404094,7.4,7961,4.0,7.128
tm855483,Have a Good Trip: Adventures in Psychedelics,MOVIE,2020,,85,"['documentation', 'comedy']",['US'],0,tt12133722,6.8,7578,0.0,6.809
tm679284,The Knight Before Christmas,MOVIE,2019,,92,"['drama', 'fantasy', 'romance', 'comedy']",['US'],0,tt10060094,5.5,17762,0.0,5.873
tm447439,System Crasher,MOVIE,2019,,118,"['drama', 'european']",['DE'],0,tt8535968,7.8,12699,0.0,7.451
tm467467,Homecoming: A Film by Beyoncé,MOVIE,2019,PG-13,137,"['music', 'documentation']",['US'],0,tt10147546,7.4,7013,3.0,7.11
tm497383,Sergio,MOVIE,2020,R,118,"['drama', 'history', 'romance', 'documentation']","['US', 'AL', 'JO', 'TH']",0,tt6468740,6.2,9619,5.0,6.461
tm554944,Love Wedding Repeat,MOVIE,2020,,100,"['romance', 'comedy']","['IT', 'GB']",0,tt5096470,5.5,20033,0.0,5.842
tm837756,I'm No Longer Here,MOVIE,2019,,112,['drama'],"['MX', 'US']",0,tt4323594,7.3,7727,0.0,7.071
tm868777,"Love, Guaranteed",MOVIE,2020,,90,"['comedy', 'romance']",['US'],0,tt11100856,5.6,17092,0.0,5.954
tm838687,Holiday in the Wild,MOVIE,2019,,85,"['romance', 'comedy', 'drama']",['US'],0,tt8510488,6.1,15053,0.0,6.328
tm446581,The Edge of Democracy,MOVIE,2019,,121,"['documentation', 'history']",['BR'],0,tt6016744,7.2,14605,0.0,7.077
tm494731,Sextuplets,MOVIE,2019,,97,['comedy'],['US'],0,tt8976710,4.4,8380,0.0,5.502
tm812998,Miracle in Cell No. 7,MOVIE,2019,,132,['drama'],['TR'],0,tt10431500,8.2,46939,0.0,8.021
tm917974,Hard Kill,MOVIE,2020,R,98,"['thriller', 'action']",['US'],0,tt11656172,3.4,19728,5.0,4.296
ts90621,Kota Factory,SHOW,2019,TV-MA,42,"['drama', 'comedy']",['IN'],2,tt9432978,9.3,66985,5.0,9.065
tm916997,Work It,MOVIE,2020,PG-13,93,"['music', 'comedy']",['US'],0,tt10276470,6.1,12828,3.0,6.354
tm894619,Feel the Beat,MOVIE,2020,G,107,"['drama', 'comedy', 'family']","['CA', 'US']",0,tt10714856,6.3,10749,1.0,6.505
tm814644,Coffee & Kareem,MOVIE,2020,,88,"['action', 'comedy', 'crime']",['US'],0,tt9898858,5.1,13469,0.0,5.688
tm674099,Rose Island,MOVIE,2020,,117,"['drama', 'comedy']",['IT'],0,tt10287954,7.0,20019,0.0,6.953
ts90095,Jinn,SHOW,2019,TV-14,32,"['scifi', 'drama', 'fantasy', 'horror', 'thriller']",['JO'],1,tt10751504,3.5,10043,4.0,4.864
tm824559,"Bikram: Yogi, Guru, Predator",MOVIE,2019,,86,"['crime', 'documentation']",['US'],0,tt10883004,6.7,7367,0.0,6.758
tm283581,Super Deluxe,MOVIE,2019,NC-17,176,"['thriller', 'action', 'comedy', 'crime', 'drama']",['IN'],0,tt7019942,8.4,13680,6.0,7.865
tm458893,"Oh, Ramona!",MOVIE,2019,R,109,"['comedy', 'romance', 'european']",['RO'],0,tt7200946,4.8,8854,5.0,5.692
ts89028,Delhi Crime,SHOW,2019,TV-MA,27,"['drama', 'crime']",['IN'],1,tt9398466,8.5,18732,5.0,8.043
tm898773,Bulbbul,MOVIE,2020,,94,"['fantasy', 'horror', 'drama']",['IN'],0,tt12393526,6.5,11654,0.0,6.62
tm319139,Saaho,MOVIE,2019,R,171,"['thriller', 'action', 'crime', 'drama', 'romance']",['IN'],0,tt6836936,5.5,18554,5.0,5.862
tm495609,Game Over,MOVIE,2019,,102,"['thriller', 'drama', 'scifi']",['IN'],0,tt8914492,7.0,7297,0.0,6.912
ts91034,Leila,SHOW,2019,TV-MA,46,"['war', 'scifi', 'drama']",['IN'],1,tt7259274,4.7,8796,5.0,5.64
tm943718,Operation Christmas Drop,MOVIE,2020,,95,"['romance', 'comedy', 'family']",['US'],0,tt13236566,5.8,11329,0.0,6.19
tm885669,The Christmas Chronicles: Part Two,MOVIE,2020,PG,112,"['comedy', 'family', 'fantasy']",['US'],0,tt11057644,6.0,29280,2.0,6.158
tm886214,Mrs. Serial Killer,MOVIE,2020,,106,"['thriller', 'crime', 'drama']",['IN'],0,tt10230426,5.3,19630,0.0,5.7
tm888080,The Last Days of American Crime,MOVIE,2020,,149,"['crime', 'thriller', 'action', 'drama', 'scifi']",['US'],0,tt1552211,3.7,11227,0.0,4.899
tm960414,A California Christmas,MOVIE,2020,PG-13,106,"['romance', 'comedy', 'drama']",['US'],0,tt13055780,5.8,9721,3.0,6.227
tm455197,Kabir Singh,MOVIE,2019,,172,"['drama', 'crime', 'action', 'romance']",['IN'],0,tt8983202,7.2,30949,0.0,7.13
tm428506,The Man Who Feels No Pain,MOVIE,2019,PG,136,"['action', 'comedy']",['IN'],0,tt8055888,7.3,7700,2.0,7.071
tm917822,The 2nd,MOVIE,2020,,93,"['action', 'drama']",['US'],0,tt11697484,3.8,8494,0.0,5.165
tm458328,Badla,MOVIE,2019,PG-13,120,"['thriller', 'crime', 'drama']",['IN'],0,tt8130968,7.8,27130,3.0,7.599
tm849407,Isi & Ossi,MOVIE,2020,,113,"['romance', 'comedy']",['DE'],0,tt9806322,6.4,8221,0.0,6.593
tm493511,The Sky Is Pink,MOVIE,2019,,143,"['drama', 'romance', 'family']",['IN'],0,tt8902990,7.5,8551,0.0,7.194
tm460815,Luka Chuppi,MOVIE,2019,,126,"['romance', 'drama', 'comedy']",['IN'],0,tt8908002,6.3,11162,0.0,6.5
tm449590,Rattlesnake,MOVIE,2019,,85,"['horror', 'thriller', 'drama', 'crime']",['US'],0,tt9257484,4.6,8487,0.0,5.604
ts217356,Betaal,SHOW,2020,TV-MA,47,"['action', 'horror', 'thriller']",['IN'],1,tt10651790,5.4,8884,5.0,6.026
tm847805,Ludo,MOVIE,2020,PG-13,150,"['crime', 'action', 'comedy', 'drama']",['IN'],0,tt7212754,7.6,37528,3.0,7.477
tm822099,The Blue Elephant 2,MOVIE,2019,,130,"['thriller', 'crime', 'drama', 'horror']",[],0,tt10635720,8.2,9475,0.0,7.613
tm450462,Petta,MOVIE,2019,,172,"['drama', 'action']",['IN'],0,tt8959820,7.3,9778,0.0,7.099
ts269073,The Fabulous Lives of Bollywood Wives,SHOW,2020,TV-MA,32,"['reality', 'documentation', 'romance']",['IN'],1,tt13452100,5.3,9666,5.0,5.938
tm483602,Malang,MOVIE,2020,,135,"['romance', 'drama', 'thriller', 'action', 'crime']",['IN'],0,tt9877170,6.6,10149,0.0,6.69
tm849323,Shikara,MOVIE,2020,,118,"['romance', 'drama', 'history']",['IN'],0,tt10930586,3.3,15026,0.0,4.419
tm851912,Gunjan Saxena: The Kargil Girl,MOVIE,2020,,112,"['drama', 'action', 'war']",['IN'],0,tt10350626,5.6,34423,0.0,5.806
tm926528,AK vs AK,MOVIE,2020,,108,"['drama', 'action', 'thriller', 'comedy', 'crime']",['IN'],0,tt11651796,6.9,14048,0.0,6.873
tm678851,Article 15,MOVIE,2019,,130,"['crime', 'drama', 'thriller']",['IN'],0,tt10324144,8.2,32336,0.0,7.954
ts112733,Bard of Blood,SHOW,2019,TV-MA,45,"['action', 'drama', 'thriller']",['IN'],2,tt8069036,6.8,13210,5.0,6.807
tm838007,Dolly Kitty and Those Twinkling Stars,MOVIE,2019,R,120,"['drama', 'comedy']",['IN'],0,tt9176296,5.5,7522,5.0,6.136
tm933826,Serious Men,MOVIE,2020,,115,"['comedy', 'drama']",['IN'],0,tt10230414,6.8,7390,0.0,6.809
tm514257,The Legacy of the Bones,MOVIE,2019,,121,"['crime', 'thriller', 'european']",['ES'],0,tt7304802,6.3,8674,0.0,6.532
tm366245,Drive,MOVIE,2019,,147,"['thriller', 'crime', 'drama', 'action']",['IN'],0,tt6593054,3.7,7559,0.0,5.2
tm918043,Raat Akeli Hai,MOVIE,2020,,149,"['thriller', 'crime', 'drama']",['IN'],0,tt12567088,7.3,17570,0.0,7.163
